ensembl_gene_id	chromosome_name	mgi_symbol	description	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000034771	10	Tle2	transducin-like enhancer of split 2 [Source:MGI Symbol;Acc:MGI:104635]	-0.225164318069765	3.30083474601548	0.537758492146561	0.463363167370632	0.773207699222532
ENSMUSG00000033075	15	Senp1	SUMO1/sentrin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2445054]	-0.111407074070008	5.33466932926544	0.537525573478234	0.463460021976165	0.773277459163699
ENSMUSG00000029922	6	Mkrn1	makorin, ring finger protein, 1 [Source:MGI Symbol;Acc:MGI:1859353]	0.105188749379204	5.9474239865768	0.537056556886603	0.463655151149871	0.773511152993139
ENSMUSG00000029126	5	Nsg1	neuron specific gene family member 1 [Source:MGI Symbol;Acc:MGI:109149]	-0.131108349706762	4.34452372263931	0.536490729802194	0.463890731635421	0.773733643737736
ENSMUSG00000097378	10	B230208H11Rik	RIKEN cDNA B230208H11 gene [Source:MGI Symbol;Acc:MGI:2443719]	-0.273293579263715	2.22221274587947	0.536442701952569	0.463910736681217	0.773733643737736
ENSMUSG00000044770	10	Scml4	sex comb on midleg-like 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:2446140]	0.422518053413614	0.696754676589392	0.536264858552504	0.463984825795721	0.773733643737736
ENSMUSG00000070858	5	Gm1673	predicted gene 1673 [Source:MGI Symbol;Acc:MGI:2686519]	0.199286829522909	3.72127082707023	0.536101711667912	0.464052808978955	0.773733643737736
ENSMUSG00000030335	6	Mrpl51	mitochondrial ribosomal protein L51 [Source:MGI Symbol;Acc:MGI:1913743]	0.0999399837452248	6.39538418640575	0.536075039952044	0.464063924573961	0.773733643737736
ENSMUSG00000024067	17	Dpy30	dpy-30, histone methyltransferase complex regulatory subunit [Source:MGI Symbol;Acc:MGI:1913560]	0.116360607424965	5.29573753952818	0.535927603680239	0.464125377174954	0.77374426455929
ENSMUSG00000021464	13	Ror2	receptor tyrosine kinase-like orphan receptor 2 [Source:MGI Symbol;Acc:MGI:1347521]	0.143093031856099	4.12394482615867	0.535728847351199	0.464208240932154	0.773790573202084
ENSMUSG00000028843	4	Sh3bgrl3	SH3 domain binding glutamic acid-rich protein-like 3 [Source:MGI Symbol;Acc:MGI:1920973]	0.117288983502784	6.64855296096817	0.535366893751572	0.464359204128986	0.773950372615077
ENSMUSG00000040188	9	Scamp2	secretory carrier membrane protein 2 [Source:MGI Symbol;Acc:MGI:1346518]	0.0865273279512182	6.47068066905336	0.5352248450549	0.464418471048308	0.773957321487197
ENSMUSG00000027259	2	Adal	adenosine deaminase-like [Source:MGI Symbol;Acc:MGI:1923144]	-0.139778070765535	4.23654408814271	0.534762315919959	0.464611535586064	0.774170813842238
ENSMUSG00000018920	11	Cxcl16	chemokine (C-X-C motif) ligand 16 [Source:MGI Symbol;Acc:MGI:1932682]	0.216436234450091	2.67721705234659	0.534653908778347	0.464656804406913	0.774170813842238
ENSMUSG00000040183	4	Ankrd6	ankyrin repeat domain 6 [Source:MGI Symbol;Acc:MGI:2154278]	0.305077890231144	1.50421764227056	0.533733821029325	0.465041299853042	0.774639742667705
ENSMUSG00000041390	6	Mdfic	MyoD family inhibitor domain containing [Source:MGI Symbol;Acc:MGI:104611]	0.125759844097103	5.54665261415967	0.533716488724103	0.465048547726686	0.774639742667705
ENSMUSG00000062198	12	2700097O09Rik	RIKEN cDNA 2700097O09 gene [Source:MGI Symbol;Acc:MGI:1919908]	0.173626871862616	3.36036563992072	0.533552070454979	0.465117311716632	0.774662423249174
ENSMUSG00000025102	7	3110040N11Rik	RIKEN cDNA 3110040N11 gene [Source:MGI Symbol;Acc:MGI:1914540]	0.171500669810343	4.13049983831577	0.533263136140881	0.465238190923949	0.774771887126106
ENSMUSG00000027281	2	Slx4ip	SLX4 interacting protein [Source:MGI Symbol;Acc:MGI:1921493]	-0.16592556533316	3.43880362606842	0.532765761955468	0.465446391159144	0.774994124145889
ENSMUSG00000027603	2	Ggt7	gamma-glutamyltransferase 7 [Source:MGI Symbol;Acc:MGI:1913385]	-0.164934655547766	3.35114029565114	0.532650527797365	0.465494649293428	0.774994124145889
ENSMUSG00000073684	4	Faap20	Fanconi anemia core complex associated protein 20 [Source:MGI Symbol;Acc:MGI:1914763]	-0.123637190857681	5.10797323675926	0.532549044957667	0.465537155231936	0.774994124145889
ENSMUSG00000064289	2	Tank	TRAF family member-associated Nf-kappa B activator [Source:MGI Symbol;Acc:MGI:107676]	0.115756898927359	4.87425544219084	0.531951547210219	0.465787542201434	0.775319066868533
ENSMUSG00000015474	17	Ppt2	palmitoyl-protein thioesterase 2 [Source:MGI Symbol;Acc:MGI:1860075]	-0.196686354895588	2.77159719605093	0.53175146800477	0.465871435397096	0.775366830926897
ENSMUSG00000039257	7	Vstm2b	V-set and transmembrane domain containing 2B [Source:MGI Symbol;Acc:MGI:1914525]	0.182234442912777	3.1716767628766	0.531413707999324	0.466013113009969	0.775510744988868
ENSMUSG00000025578	11	Cbx8	chromobox 8 [Source:MGI Symbol;Acc:MGI:1353589]	0.177271109107453	3.4869820206611	0.531217735262707	0.466095347811631	0.77552874639902
ENSMUSG00000099764	16	Rps10-ps2	ribosomal protein S10, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3645627]	0.373010665487536	1.50636149809227	0.530993881045725	0.466189310765937	0.77552874639902
ENSMUSG00000043832	6	Clec4a3	C-type lectin domain family 4, member a3 [Source:MGI Symbol;Acc:MGI:1920399]	-0.289946530924716	2.26935761865829	0.530993289872059	0.466189558951614	0.77552874639902
ENSMUSG00000060475	17	Wtap	Wilms tumour 1-associating protein [Source:MGI Symbol;Acc:MGI:1926395]	-0.105860524122797	6.47585124137971	0.530729524751802	0.466300313550495	0.775583100447394
ENSMUSG00000058756	11	Thra	thyroid hormone receptor alpha [Source:MGI Symbol;Acc:MGI:98742]	-0.105533710016985	6.79357110338603	0.530652511182721	0.466332659384829	0.775583100447394
ENSMUSG00000004054	19	Map3k11	mitogen-activated protein kinase kinase kinase 11 [Source:MGI Symbol;Acc:MGI:1346880]	0.0973060788947833	6.91226189091102	0.530100461068449	0.466564626632608	0.775866940087689
ENSMUSG00000040562	3	Gstm2	glutathione S-transferase, mu 2 [Source:MGI Symbol;Acc:MGI:95861]	0.126253101712293	5.70879768435933	0.529983515185847	0.466613790123215	0.775866940087689
ENSMUSG00000022054	14	Nefm	neurofilament, medium polypeptide [Source:MGI Symbol;Acc:MGI:97314]	0.184046048614936	3.29155842771862	0.529581741120362	0.466782757275229	0.775938678170435
ENSMUSG00000018567	11	Gabarap	gamma-aminobutyric acid receptor associated protein [Source:MGI Symbol;Acc:MGI:1861742]	-0.0913036074340281	8.6507666777275	0.529566836088025	0.466789027512093	0.775938678170435
ENSMUSG00000040365	11	Trim41	tripartite motif-containing 41 [Source:MGI Symbol;Acc:MGI:2384814]	-0.0930737662354328	5.75719462134305	0.529250542267914	0.466922117568967	0.775938678170435
ENSMUSG00000029148	5	Nrbp1	nuclear receptor binding protein 1 [Source:MGI Symbol;Acc:MGI:2183436]	0.0925796597627107	6.61890109501769	0.52917557991996	0.466953669127307	0.775938678170435
ENSMUSG00000037735	12	2810032G03Rik	RIKEN cDNA 2810032G03 gene [Source:MGI Symbol;Acc:MGI:1919919]	0.248071134072667	2.08335327275701	0.529150271351772	0.466964322243603	0.775938678170435
ENSMUSG00000025225	19	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]	-0.10605783645765	5.24392907957699	0.529093152730394	0.466988366573137	0.775938678170435
ENSMUSG00000031505	8	Carkd	carbohydrate kinase domain containing [Source:MGI Symbol;Acc:MGI:1913353]	0.090923919711141	6.25300973104167	0.528586916418599	0.467201555704633	0.776108332375149
ENSMUSG00000020358	11	Hnrnpab	heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294]	0.111523361353158	7.29167377510646	0.528565142073866	0.467210728941373	0.776108332375149
ENSMUSG00000000308	2	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]	0.588849238876824	0.0993237320856311	0.528212945657607	0.467359144654122	0.776108332375149
ENSMUSG00000089832	7	Shkbp1	Sh3kbp1 binding protein 1 [Source:MGI Symbol;Acc:MGI:2385803]	0.152859013088253	4.40090429983862	0.528199215287446	0.467364932168999	0.776108332375149
ENSMUSG00000002731	2	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator [Source:MGI Symbol;Acc:MGI:1344375]	-0.144482100043214	5.21899023121991	0.52819496243338	0.467366724821057	0.776108332375149
ENSMUSG00000057367	9	Birc2	baculoviral IAP repeat-containing 2 [Source:MGI Symbol;Acc:MGI:1197009]	-0.10911044116369	5.07134478830898	0.527785090046777	0.467539544940667	0.776303544655029
ENSMUSG00000030872	7	Gga2	golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:MGI Symbol;Acc:MGI:1921355]	0.107417199374935	5.41778254197453	0.527468049367292	0.467673293490087	0.776433843949326
ENSMUSG00000031753	8	Cog4	component of oligomeric golgi complex 4 [Source:MGI Symbol;Acc:MGI:2142808]	-0.234602444908504	3.29384684582279	0.527328909891716	0.467732011032189	0.776439560265794
ENSMUSG00000097177	9	9330159M07Rik	RIKEN cDNA 9330159M07 gene [Source:MGI Symbol;Acc:MGI:2442519]	-0.328993901647912	1.16480206570993	0.52713838691955	0.467812431857274	0.776481298629225
ENSMUSG00000021134	12	Srsf5	serine/arginine-rich splicing factor 5 [Source:MGI Symbol;Acc:MGI:98287]	0.0868450306193409	7.93933228876458	0.526868874323039	0.4679262325619	0.776520096729138
ENSMUSG00000018986	11	Slfn3	schlafen 3 [Source:MGI Symbol;Acc:MGI:1329005]	0.437811809006638	0.489030894130349	0.526557332375776	0.468057835396678	0.776520096729138
ENSMUSG00000029199	5	Lias	lipoic acid synthetase [Source:MGI Symbol;Acc:MGI:1934604]	0.105734781360035	5.09448083508701	0.526329748913909	0.46815400971258	0.776520096729138
ENSMUSG00000032737	7	Inppl1	inositol polyphosphate phosphatase-like 1 [Source:MGI Symbol;Acc:MGI:1333787]	-0.106405151121172	6.08059873068688	0.526294927263392	0.468168727765859	0.776520096729138
ENSMUSG00000024181	17	Mrpl28	mitochondrial ribosomal protein L28 [Source:MGI Symbol;Acc:MGI:1915861]	0.0906518643351211	5.94910019742601	0.526215862683324	0.468202148720216	0.776520096729138
ENSMUSG00000041774	16	Ydjc	YdjC homolog (bacterial) [Source:MGI Symbol;Acc:MGI:1916351]	0.235777260347757	2.38976565685445	0.526184447302187	0.468215429207222	0.776520096729138
ENSMUSG00000040936	9	Ulk4	unc-51-like kinase 4 [Source:MGI Symbol;Acc:MGI:1921622]	-0.183547684070526	3.19370999967382	0.525869688956347	0.46834852304689	0.776520096729138
ENSMUSG00000043448	11	Gjc2	gap junction protein, gamma 2 [Source:MGI Symbol;Acc:MGI:2153060]	-0.470536243927059	2.14835065340079	0.525824201958251	0.468367762000677	0.776520096729138
ENSMUSG00000018882	11	Mrpl45	mitochondrial ribosomal protein L45 [Source:MGI Symbol;Acc:MGI:1914286]	0.103337526072011	5.19793685158561	0.525793473845834	0.468380759328401	0.776520096729138
ENSMUSG00000030751	7	Psma1	proteasome (prosome, macropain) subunit, alpha type 1 [Source:MGI Symbol;Acc:MGI:1347005]	-0.0904060851511683	6.96142103413693	0.525774918275814	0.46838860821428	0.776520096729138
ENSMUSG00000000884	16	Gnb1l	guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:MGI Symbol;Acc:MGI:1338057]	-0.156432584207062	3.60312824016904	0.52540741297004	0.468544104130981	0.77668622028887
ENSMUSG00000025876	13	Unc5a	unc-5 netrin receptor A [Source:MGI Symbol;Acc:MGI:894682]	0.326658925141745	2.04751231084565	0.52475683830578	0.468819573611443	0.776855270278239
ENSMUSG00000087179	2	Gm14230	predicted gene 14230 [Source:MGI Symbol;Acc:MGI:3652157]	-0.307879561383225	2.05188383424147	0.524668723930337	0.468856903447226	0.776855270278239
ENSMUSG00000033126	10	Ybey	ybeY metallopeptidase [Source:MGI Symbol;Acc:MGI:2656825]	-0.242483058393104	2.22205899835525	0.524499277455996	0.468928703227627	0.776855270278239
ENSMUSG00000035473	17	Galm	galactose mutarotase [Source:MGI Symbol;Acc:MGI:2442420]	0.197800174545048	2.95952045080887	0.524434327378292	0.468956229298277	0.776855270278239
ENSMUSG00000044629	11	Cnrip1	cannabinoid receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917505]	-0.121402022136867	4.62150036203724	0.524251596444671	0.4690336852496	0.776855270278239
ENSMUSG00000071266	17	Zfp946	zinc finger protein 946 [Source:MGI Symbol;Acc:MGI:1921399]	-0.197151303102533	3.52465245648905	0.524220614533941	0.469046819895708	0.776855270278239
ENSMUSG00000035493	13	Tgfbi	transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]	0.105334946512768	9.34282147543725	0.524152094708484	0.469075870678405	0.776855270278239
ENSMUSG00000032042	9	Srpr	signal recognition particle receptor ('docking protein') [Source:MGI Symbol;Acc:MGI:1914648]	-0.0983800980083732	7.02734290168491	0.524122268238731	0.469088517299069	0.776855270278239
ENSMUSG00000052298	11	Cdc42se2	CDC42 small effector 2 [Source:MGI Symbol;Acc:MGI:1919979]	-0.113168849395986	6.72957346704051	0.52336822834802	0.469408417523382	0.777220611946558
ENSMUSG00000061175	3	Fnip2	folliculin interacting protein 2 [Source:MGI Symbol;Acc:MGI:2683054]	0.335574839758507	2.68733824705796	0.523341457246834	0.469419781572905	0.777220611946558
ENSMUSG00000035158	6	Mitf	microphthalmia-associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]	-0.10905092251575	4.98104126199148	0.522751945870572	0.46967013520652	0.77732737159795
ENSMUSG00000024240	18	Epc1	enhancer of polycomb homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1278322]	-0.122227480394303	5.56758151359916	0.522564965383287	0.469749586966792	0.77732737159795
ENSMUSG00000033020	15	Polr2f	polymerase (RNA) II (DNA directed) polypeptide F [Source:MGI Symbol;Acc:MGI:1349393]	-0.114347731344857	5.93475239662948	0.522559804663532	0.469751780167055	0.77732737159795
ENSMUSG00000029250	5	Polr2b	polymerase (RNA) II (DNA directed) polypeptide B [Source:MGI Symbol;Acc:MGI:2388280]	0.0864869604478367	6.05797137114482	0.522542862376059	0.469758980408366	0.77732737159795
ENSMUSG00000025265	X	Fgd1	FYVE, RhoGEF and PH domain containing 1 [Source:MGI Symbol;Acc:MGI:104566]	-0.190476901310206	3.67094157093573	0.522538229165564	0.469760949490639	0.77732737159795
ENSMUSG00000038930	7	Rccd1	RCC1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2444156]	0.224541120529633	2.4563890451583	0.522033813180296	0.469975402307752	0.77755575647929
ENSMUSG00000011960	15	Ccnt1	cyclin T1 [Source:MGI Symbol;Acc:MGI:1328363]	-0.107599298767806	5.28142496663743	0.521864386477555	0.470047469573227	0.77755575647929
ENSMUSG00000046432	X	Ngfrap1	nerve growth factor receptor (TNFRSF16) associated protein 1 [Source:MGI Symbol;Acc:MGI:1338016]	-0.114651640800181	6.20875455303829	0.521730034907517	0.470104629953825	0.77755575647929
ENSMUSG00000041734	3	Kirrel	kin of IRRE like (Drosophila) [Source:MGI Symbol;Acc:MGI:1891396]	-0.110692986412303	6.79382093089636	0.521693009766083	0.47012038440796	0.77755575647929
ENSMUSG00000032006	9	Pdgfd	platelet-derived growth factor, D polypeptide [Source:MGI Symbol;Acc:MGI:1919035]	0.21632296938153	3.30597612849054	0.521545983018241	0.470182953705053	0.777567689038719
ENSMUSG00000036109	X	Mbnl3	muscleblind-like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2444912]	-0.392657666187233	0.989002431834124	0.521100148809038	0.470372766783831	0.777790024133311
ENSMUSG00000025577	11	Cbx2	chromobox 2 [Source:MGI Symbol;Acc:MGI:88289]	0.164020800491092	4.29215337460919	0.520569242026659	0.470598960527737	0.777922428243075
ENSMUSG00000025507	7	Pidd1	p53 induced death domain protein 1 [Source:MGI Symbol;Acc:MGI:1889507]	0.285932045732158	2.81613629758124	0.520521641297054	0.470619249467144	0.777922428243075
ENSMUSG00000097058	15	4930556M19Rik	RIKEN cDNA 4930556M19 gene [Source:MGI Symbol;Acc:MGI:1922509]	-0.453790785200115	0.485057429572754	0.52049781406709	0.4706294059174	0.777922428243075
ENSMUSG00000021136	12	Smoc1	SPARC related  modular calcium binding 1 [Source:MGI Symbol;Acc:MGI:1929878]	0.352202340993293	2.19112699719698	0.520304756329984	0.470711710571943	0.777922428243075
ENSMUSG00000047003	15	Zfp41	zinc finger protein 41 [Source:MGI Symbol;Acc:MGI:99186]	-0.156621292403816	4.01667094975673	0.520262475867071	0.470729738738958	0.777922428243075
ENSMUSG00000044313	3	Mab21l3	mab-21-like 3 (C. elegans) [Source:MGI Symbol;Acc:MGI:2446273]	-0.318968254159686	1.50061695410916	0.519400142008772	0.471097676538583	0.778367218329607
ENSMUSG00000031402	X	Mpp1	membrane protein, palmitoylated [Source:MGI Symbol;Acc:MGI:105941]	0.108672215720237	5.20771694364933	0.519264939714843	0.471155406295789	0.778367218329607
ENSMUSG00000091985	4	Gm17354	predicted gene, 17354 [Source:MGI Symbol;Acc:MGI:4936988]	-0.221668209916797	2.29668085704796	0.519242190178337	0.47116512119717	0.778367218329607
ENSMUSG00000012483	6	Rpa3	replication protein A3 [Source:MGI Symbol;Acc:MGI:1915490]	-0.123890152066791	5.50472274985377	0.518897418061235	0.471312391354778	0.778518951241835
ENSMUSG00000059708	X	Akap17b	A kinase (PRKA) anchor protein 17B [Source:MGI Symbol;Acc:MGI:2443758]	0.245716343585479	2.37692868402222	0.518669603796849	0.471409743492637	0.77856057500379
ENSMUSG00000023460	17	Rab12	RAB12, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894284]	-0.0874691115530801	6.8790508408966	0.51841762906308	0.471517457976235	0.77856057500379
ENSMUSG00000042650	11	Alkbh5	alkB homolog 5, RNA demethylase [Source:MGI Symbol;Acc:MGI:2144489]	-0.0908998695649722	6.45287383915345	0.518356356787927	0.471543656735223	0.77856057500379
ENSMUSG00000041308	8	Sntb2	syntrophin, basic 2 [Source:MGI Symbol;Acc:MGI:101771]	-0.205215247335333	3.68352991756789	0.518217252650391	0.471603143519068	0.77856057500379
ENSMUSG00000067870	15	Rpl31-ps8	ribosomal protein L31, pseudogene 8 [Source:MGI Symbol;Acc:MGI:3647726]	0.337730728567718	3.30047364744969	0.518098694281804	0.471653853636279	0.77856057500379
ENSMUSG00000063200	13	Nol7	nucleolar protein 7 [Source:MGI Symbol;Acc:MGI:1917328]	-0.0896332376894508	6.59683976799994	0.518060615629572	0.471670142612818	0.77856057500379
ENSMUSG00000023027	15	Atf1	activating transcription factor 1 [Source:MGI Symbol;Acc:MGI:1298366]	0.109244248103927	5.40337553656452	0.517730702528626	0.471811308215518	0.77870208512553
ENSMUSG00000034947	11	Tmem106a	transmembrane protein 106A [Source:MGI Symbol;Acc:MGI:1922056]	0.179184588824122	3.30324458778811	0.517461932501172	0.471926361946218	0.778735542250559
ENSMUSG00000097174	8	Gm4890	predicted gene 4890 [Source:MGI Symbol;Acc:MGI:3779445]	-0.390724733107546	1.1892583130528	0.51742434597455	0.471942455412473	0.778735542250559
ENSMUSG00000041115	X	Iqsec2	IQ motif and Sec7 domain 2 [Source:MGI Symbol;Acc:MGI:3528396]	-0.157886619935614	3.85063057524264	0.516691683422225	0.472256337650818	0.779161942093146
ENSMUSG00000004698	12	Hdac9	histone deacetylase 9 [Source:MGI Symbol;Acc:MGI:1931221]	0.232818295801671	2.46608214480652	0.516149637930129	0.472488774349297	0.779218516276818
ENSMUSG00000035704	7	Alg8	asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:2141959]	0.173471864712897	3.76672613959191	0.516067568376387	0.472523983052519	0.779218516276818
ENSMUSG00000085084	3	4930570G19Rik	RIKEN cDNA 4930570G19 gene [Source:MGI Symbol;Acc:MGI:1923158]	-0.231150581618598	2.35400815782735	0.51562641284111	0.472713316181146	0.779218516276818
ENSMUSG00000014778	8	Fhod1	formin homology 2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2679008]	-0.431655567816307	1.16137475804582	0.51560511263818	0.472722460811895	0.779218516276818
ENSMUSG00000028702	4	Rad54l	RAD54 like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:894697]	0.244309528899908	2.56147025161679	0.51536820888064	0.472824187943097	0.779218516276818
ENSMUSG00000031641	8	Cbr4	carbonyl reductase 4 [Source:MGI Symbol;Acc:MGI:2384567]	0.155892384862376	4.33358053601633	0.51530623308242	0.47285080636987	0.779218516276818
ENSMUSG00000044966	11	Fbxo48	F-box protein 48 [Source:MGI Symbol;Acc:MGI:2442569]	-0.520743438834458	0.517738105910898	0.51528902216122	0.472858198841261	0.779218516276818
ENSMUSG00000006010	1	BC003331	cDNA sequence BC003331 [Source:MGI Symbol;Acc:MGI:2385108]	-0.110210808630455	5.76304607410281	0.515250603329942	0.472874701254077	0.779218516276818
ENSMUSG00000024400	18	Wdr33	WD repeat domain 33 [Source:MGI Symbol;Acc:MGI:1921570]	-0.0866409815759783	5.83397934643807	0.515226482949482	0.472885062391164	0.779218516276818
ENSMUSG00000029536	5	Gatc	glutamyl-tRNA(Gln) amidotransferase, subunit C [Source:MGI Symbol;Acc:MGI:1923776]	-0.101856590201724	5.74528301885172	0.515222226988417	0.472886890617551	0.779218516276818
ENSMUSG00000052040	7	Klf13	Kruppel-like factor 13 [Source:MGI Symbol;Acc:MGI:1354948]	0.105464269669013	7.00894922180414	0.515189795980998	0.472900822329314	0.779218516276818
ENSMUSG00000021287	12	Xrcc3	X-ray repair complementing defective repair in Chinese hamster cells 3 [Source:MGI Symbol;Acc:MGI:1921585]	-0.399628769224442	0.758482373460706	0.514547427436002	0.473176907993231	0.779409166300365
ENSMUSG00000034617	13	Mtrr	5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:MGI Symbol;Acc:MGI:1891037]	-0.133030249103048	4.5449033968962	0.514391983053691	0.473243756162636	0.779409166300365
ENSMUSG00000042211	18	Fbxo38	F-box protein 38 [Source:MGI Symbol;Acc:MGI:2444639]	-0.10785169453729	5.53659806810649	0.514209154535544	0.473322400336687	0.779409166300365
ENSMUSG00000018126	15	Baiap2l2	BAI1-associated protein 2-like 2 [Source:MGI Symbol;Acc:MGI:2652819]	-0.300676139107167	1.38394712138467	0.514103197786729	0.473367987604774	0.779409166300365
ENSMUSG00000048004	12	Tmem196	transmembrane protein 196 [Source:MGI Symbol;Acc:MGI:2685374]	0.368807150332094	1.90981950883514	0.514062960487105	0.473385301329804	0.779409166300365
ENSMUSG00000080717	16	B230307C23Rik	RIKEN cDNA B230307C23 gene [Source:MGI Symbol;Acc:MGI:3643396]	0.282741801589411	1.59844426116214	0.51402330345738	0.47340236637412	0.779409166300365
ENSMUSG00000021254	12	Gpatch2l	G patch domain containing 2 like [Source:MGI Symbol;Acc:MGI:1917623]	-0.175061506759533	4.05833240324258	0.514017353528481	0.473404926808195	0.779409166300365
ENSMUSG00000022718	16	Dgcr8	DiGeorge syndrome critical region gene 8 [Source:MGI Symbol;Acc:MGI:2151114]	-0.152393758468725	5.04109587012872	0.512659601682433	0.47398979588548	0.78028063550959
ENSMUSG00000034387	6	Ssu2	ssu-2 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2443733]	-0.384485471312411	0.908037666281605	0.512360838279103	0.474118649327779	0.780319394997276
ENSMUSG00000062488	19	Ifit3b	interferon-induced protein with tetratricopeptide repeats 3B [Source:MGI Symbol;Acc:MGI:3698419]	0.500591224380282	0.799433476630966	0.512347410389224	0.474124441966381	0.780319394997276
ENSMUSG00000034342	9	Cbl	Casitas B-lineage lymphoma [Source:MGI Symbol;Acc:MGI:88279]	-0.0969821477307202	6.02951859970277	0.512027955617398	0.474262284975652	0.780424778792606
ENSMUSG00000038013	11	Wipf2	WAS/WASL interacting protein family, member 2 [Source:MGI Symbol;Acc:MGI:1924462]	0.154120047400754	4.47435906873032	0.511842384348173	0.474342387833997	0.780424778792606
ENSMUSG00000057278	6	Snrpg	small nuclear ribonucleoprotein polypeptide G [Source:MGI Symbol;Acc:MGI:1915261]	0.134622551676265	6.26688145519332	0.511812828481093	0.474355147813147	0.780424778792606
ENSMUSG00000068101	15	Cenpm	centromere protein M [Source:MGI Symbol;Acc:MGI:1913820]	-0.153568419774964	4.5005390881626	0.511263710974637	0.474592316412552	0.780723535384367
ENSMUSG00000038894	8	Irs2	insulin receptor substrate 2 [Source:MGI Symbol;Acc:MGI:109334]	-0.138238412772546	4.37471897023536	0.511104932176676	0.474660930224802	0.780744975043068
ENSMUSG00000038827	4	Fam206a	family with sequence similarity 206, member A [Source:MGI Symbol;Acc:MGI:2677850]	0.141690642157625	4.75076010634142	0.510818372974393	0.474784803141759	0.780800138276176
ENSMUSG00000025280	14	Polr3a	polymerase (RNA) III (DNA directed) polypeptide A [Source:MGI Symbol;Acc:MGI:2681836]	-0.153735017164131	4.01517643360301	0.510470503134625	0.474935249790523	0.780800138276176
ENSMUSG00000010538	3	Tsacc	TSSK6 activating co-chaperone [Source:MGI Symbol;Acc:MGI:1924177]	-0.500923913089368	0.403803879847744	0.510427271396994	0.474953952049192	0.780800138276176
ENSMUSG00000027463	2	Slc52a3	solute carrier protein family 52, member 3 [Source:MGI Symbol;Acc:MGI:1916948]	-0.334377643663732	1.56994174897141	0.510390217348463	0.474969982761796	0.780800138276176
ENSMUSG00000013707	3	Tnfaip8l2	tumor necrosis factor, alpha-induced protein 8-like 2 [Source:MGI Symbol;Acc:MGI:1917019]	0.221375321340146	3.02449455807355	0.510384650168663	0.474972391369682	0.780800138276176
ENSMUSG00000022773	16	Ypel1	yippee-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1913303]	-0.15330888804942	3.64665822974978	0.510030447860976	0.475125675734958	0.780820770522723
ENSMUSG00000029001	4	Fbxo44	F-box protein 44 [Source:MGI Symbol;Acc:MGI:1354744]	0.186889041920586	2.99135488426796	0.509981267009734	0.47514696556334	0.780820770522723
ENSMUSG00000064090	11	Vrk2	vaccinia related kinase 2 [Source:MGI Symbol;Acc:MGI:1917172]	-0.218973004953643	3.03712519659391	0.509970327930052	0.475151701176638	0.780820770522723
ENSMUSG00000031432	X	Prps1	phosphoribosyl pyrophosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:97775]	-0.120122791888161	4.94007326453354	0.509726471983499	0.475257288241423	0.780848702016732
ENSMUSG00000067274	5	Rplp0	ribosomal protein, large, P0 [Source:MGI Symbol;Acc:MGI:1927636]	0.0821673301021002	11.3494283590591	0.509648994413183	0.475290843198175	0.780848702016732
NA	NA	NA	NA	0.649652994881073	0.327124007049299	0.50954598179826	0.475335463155483	0.780848702016732
ENSMUSG00000026172	1	Bcs1l	BCS1-like (yeast) [Source:MGI Symbol;Acc:MGI:1914071]	0.155432920457233	3.61036079951578	0.509394366915103	0.475401147591936	0.780865285339561
ENSMUSG00000074194	8	Zfp791	zinc finger protein 791 [Source:MGI Symbol;Acc:MGI:3648473]	-0.286704381233899	1.48082317309982	0.509219006089084	0.475477137937577	0.78089879067101
ENSMUSG00000045694	X	Gm4997	predicted gene 4997 [Source:MGI Symbol;Acc:MGI:3643651]	0.5348220854092	1.16962406896856	0.508997627744264	0.475573097584918	0.780931759057024
ENSMUSG00000037926	11	Ssh2	slingshot homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2679255]	0.116595937522422	4.99365285568063	0.508916202907845	0.475608400279977	0.780931759057024
